facility_name,address,ward_name,lng,lat,exec_start,reception,workday,remark
サイ・クリニック,都筑区池辺町2443－1,横浜市都筑区,139.565567,35.522324,開始済,045-933-1887,月・火・水・金曜日9：00~17：00　土曜日9：00~12,
ららぽーと横浜クリニック,都筑区池辺町4035-1　ららぽーと横浜1階,横浜市都筑区,139.566422,35.5173,開始済,https://lala-clinic.jp/databox/data.php/COVID-19_vaccine/code,WEBのため24時間対応(予約殺到の場合は一時休止の場合有),接種は月・水・木・金9:00～17:30で実施しています。
弘中内科小児科,都筑区荏田東3-6-7,横浜市都筑区,139.561691,35.547771,開始済,045-941-6556,木曜を除く平日10時から11時半まで,接種日は月・火・水・金の接種時間10：30～11：15です
医療法人社団　ヒューマントラストクリニックすずき,都筑区荏田東4-8-5プラザ都筑１F,横浜市都筑区,139.568939,35.545258,開始済,045-948-3306,木曜、祭日を除く月～土　11:30～12:30,午前中の接種は行っておりません。
小川メディカルクリニック,都筑区荏田南3-37-15,横浜市都筑区,139.552368,35.542549,開始済,080-6907-5434,日、祝、木曜日を除く平日11時30分から12時30分まで,接種は月・水・金は15:30から、土は12:30から実施
こどもの木クリニック,都筑区荏田南3－1－7,横浜市都筑区,139.556229,35.547531,開始済,http://www.myclinic.ne.jp/kodomo/,２週間前から予約可。当日予約も可。,接種は月・火・木・金の11:00~11:30で実施しています
大野クリニック,都筑区荏田南5-1-18 プラザ志村102,横浜市都筑区,139.559296,35.545738,開始済,045-942-7771,9時から12時　15時から17時半　木と土は午前中のみ,接種は月、火、水、金は午前、午後　木と土は午前のみ
港北メディカルクリニック,都筑区大棚町3001-8,横浜市都筑区,139.578629,35.548664,開始済,080-6846-4250,土日を除く平日14時～17時まで,コロナワクチン接種の方の駐車場はございません
内科・消化器科 林医院,都筑区勝田町1297,横浜市都筑区,139.589417,35.546532,開始済,受診していただきワクチン接種の可否を相談したうえで日程予約。,診療時間内,5月末段階ですでに8月まで予約はいっぱいです。
松井クリニック,都筑区勝田町324-3,横浜市都筑区,139.592453,35.542786,開始済,045-591-2655,水曜日日曜日祝日を除く診療時間内,接種は月・火・木・金15:00から17:30で実施します。
林クリニック,都筑区川和町104大谷ビル,横浜市都筑区,139.548782,35.52877,開始済,045-929-1198,木曜日　午前9時より12時まで,
川和クリニック,都筑区川和町995-5,横浜市都筑区,139.552887,35.523563,開始済,045-934-1114,水曜、土曜日を除く平日10時から18時まで,
つづき病院,都筑区川和町2674-83,横浜市都筑区,139.547562,35.538052,開始済,080-9176-2212(ﾜｸﾁﾝ接種専用電話),平日の午後１時から午後５時まで,接種開始日は７月14日からを予定。接種日は平日の水・木・金・月の午前11時と午後１時
村上内科クリニック,都筑区川和町１２３６－１,横浜市都筑区,139.549759,35.527576,開始済,045-929-0070,月・水・金１３：００～１４：００に電話受付,接種は毎週土曜日の１４：００～１７：００
松浦内科,都筑区北山田1-7-1-101,横浜市都筑区,139.592239,35.56181,開始済,045-593-1166,平日9時～11時半、15時～17時半。土曜9時～11時半。,予約日時は当院指定日時になります。
港北エヌティークリニック,都筑区北山田7-12-20 KNTCビル2F,横浜市都筑区,139.598572,35.560925,開始済,https://www.kohokunt.or.jp/pg586.html,WEB予約で24時間受付可能,電話応対不可。お車でのご来院は固くごご遠慮願います。
北山田クリニック,都筑区北山田2-3-7,横浜市都筑区,139.59201,35.560173,開始済,http://www.kitayamata.atat.jp,24時間可能,予約はインターネットのみ、予約枠がなければ画面更新待ち
バンビーナ小児科,都筑区北山田2－17－2,横浜市都筑区,139.595993,35.559608,開始済,https://bambina-cc.com/,ウェブページから24時間。電話、窓口対応はできません。,web予約のみ。HP確認のこと。電話、窓口対応はできません。
山下小児科クリニック,都筑区北山田3－18－15,横浜市都筑区,139.587219,35.558804,開始済,090-9393-3905,9時～12時（月～金）、15時～18時（月、火、水、金）,090-9393-3905以外では予約できません。
ときえだ小児科クリニック,都筑区北山田１－１２－１５,横浜市都筑区,139.594452,35.560921,開始済,https://medicalpass.jp/hospitals/tokieda-cl,6月11日（金）からは随時受付,接種は月・火・水・金　午前中
医療法人社団桜桃会はるくるキッズクリニック,都筑区北山田１－９－３EKINIWAKITAYAMATA１F,横浜市都筑区,139.592865,35.56155,開始済,https://www.shujii.com/0455953033/i/,24時間可,接種は火曜日から土曜日の15：00～16：30で実施
医療法人つばさ会　葛が谷つばさクリニック,都筑区葛が谷4－14,横浜市都筑区,139.562485,35.537155,開始済,045-945-2772,新規予約枠の予約受付開始は木曜日10：00からお電話のみ可能,月曜15時～17時接種時間　詳細をＨＰ・掲示で確認の上予約を
港北ハートクリニック,都筑区葛が谷10-3　,横浜市都筑区,139.560928,35.537308,７月上旬,045-479-7430,14：00～16：00　（予定）,予約枠に限りがある為、ホームページでご確認下さい。
耳鼻咽喉科葛が谷こまクリニック,都筑区葛が谷4-14,横浜市都筑区,139.562485,35.537155,開始済,https://www.kuzugaya-koma-cl.net,接種希望日の14日前の12時からWEB予約可能,7月接種分受付中。HP内のワクチン受付サイトからの予約
佐江戸内科循環器科,都筑区佐江戸町823-1、サンコート中山101,横浜市都筑区,139.558731,35.516068,開始済,045-350-8392,月火水金土の9時から12時、月水金の15時から18時,当院通院中の方優先、6月14日以降は7月指定日時の仮予約のみ。
小林クリニック,都筑区すみれが丘38-31,横浜市都筑区,139.581833,35.565491,開始済,045-592-0041,平日11：00～11：45、木・土以外15：00～17：00,ワクチンはお電話の上来院していただき、予約となります
すみれが丘クリニック,都筑区すみれが丘6-3,横浜市都筑区,139.580734,35.568832,開始済,045-592-5050,月水；9時から17時、火金土；9時から12時,6月分予約はキャンセル待ちのみ。終了次回7月2日
斉木クリニック,都筑区高山1-45,横浜市都筑区,139.558792,35.536804,開始済,045-941-0082,診察時間中,午前中10時半―11時半、午後3時ー5時半
センター南こどもクリニック,都筑区茅ケ崎中央５１－１ベルヴィル茅ヶ崎３F,横浜市都筑区,139.57605,35.545872,開始済,045-948-2100,木曜日を除く平日14時から16時,接種は火・金15：00~16：00で実施しています
山崎消化器クリニック,都筑区茅ヶ崎中央24-3太光クリニックビル3Ｆ,横浜市都筑区,139.571213,35.543797,開始済,045-944-3077,月火金）9時～17時半、水）9時～11時、土）9時～16時,接種予約日時は、受付後こちらからご連絡いたします。
ピュアライフメディカルクリニック,都筑区茅ヶ崎中央７－１９,横浜市都筑区,139.574799,35.543335,開始済,https://purelifemedicalclinic.jp/,火曜日１１時から１２時,
センター南クリニック,都筑区茅ヶ崎中央8-36松本ビルA201 ,横浜市都筑区,139.575562,35.543556,開始済,https://www.dr-takeda.com/,往復はがき申し込み,接種は月・火・木・金・土　12時～13時で実施しています
サウスウッドこどもクリニック,都筑区茅ヶ崎中央６－１サウスウッド３F,横浜市都筑区,139.574203,35.543743,開始済,045ｰ942ｰ7700,水土曜日を除く平日10時から11時、16時から17時まで,6月分は予約終了です。7月分を6月7日から予約開始します。
センター南ＧＯＴＯクリニック,都筑区茅ヶ崎中央1-2センター南駅光ビル4階,横浜市都筑区,139.575317,35.545258,開始済,045-532-3508,木曜日を除く平日12時30分から13時まで,接種は木曜除く平日12時00分～。予約受付終了はＨＰ上告知。
そがこどもクリニック,都筑区茅ケ崎中央1-2センター南駅光ビル4階,横浜市都筑区,139.575317,35.545258,開始済,https://medicalpass.jp/hospitals/soga,接種日は木曜日、金曜日の昼予定,電話は水、木、金　10時～12時　070-4410-7871
医療法人社団圭庄会ただ内科,都筑区茅ヶ崎中央51-1ベルヴィル茅ヶ崎4階,横浜市都筑区,139.57605,35.545872,開始済,http://www.tada-naika.jp,24時間,窓口やお電話での予約受付は行っておりません。
医療法人社団　おやま内科クリニック,都筑区茅ヶ崎中央１９番１タウンスクエア２階,横浜市都筑区,139.572754,35.542976,開始済,045-944-1313,月・木・土曜日を除く平日9時半から12時半まで,主たる接種は通常診療時間内に実施しています
港北ニュータウン診療所,都筑区茅ケ崎中央17-26ビクトリアセンター南301,横浜市都筑区,139.57193,35.542091,開始済,045-948-6015,平日9時30分から17時まで,接種は土曜日となります。
クリニック医庵センター南,都筑区茅ヶ崎中央40-3,横浜市都筑区,139.572357,35.547112,開始済,070-2484-1837,木曜日を除く平日14時から16時まで,接種は木曜日14時～17時で実施しています
シティクリニック,都筑区茅ヶ崎中央51-10,横浜市都筑区,139.57605,35.545872,開始済,045-345-0055,金曜日以外：9時-21時　　金曜日：9時-17時,診療と接種が混在しますので待ち時間が発生する場合があります。
よこはま発達クリニック,都筑区茅ヶ崎中央24-3-5階,横浜市都筑区,139.571213,35.543797,開始済,https://www.ypdc.net/,受付・お問い合わせ日時はホームページにてご案内しております。,電話や来院でのお問い合わせには応じておりません。
医療法人恭和会　横浜茅ヶ崎老人保健施設,都筑区茅ヶ崎東5-8-7,横浜市都筑区,139.584412,35.54747,開始済,http://chigasaki-rouken.website/,毎日9：30から16：30まで,接種は月・水・金・土におこないます
桜並木医院,都筑区茅ヶ崎南2-11-2,横浜市都筑区,139.580643,35.536171,開始済,045-947-1772,毎週火曜日の13時から14時まで,接種は火・金10:00から12:30で実施
医療法人大山クリニック,都筑区茅ヶ崎南5－1－10,横浜市都筑区,139.569489,35.542519,開始済,045-941-7171,木曜日を除く平日11時から12時,
ザ・クリニック横浜,都筑区茅ヶ崎南 5-1-10 ノーブル茅ヶ崎103,横浜市都筑区,139.569489,35.542519,未定,https://www.the-clinic-yokohama.com/,未定,
しんぼこどものクリニック,都筑区中川１-10-33,横浜市都筑区,139.56987,35.563217,開始済,045-913-0501,木曜日を除く平日の診療時間帯です,
山口医院,都筑区中川１－５－９,横浜市都筑区,139.56897,35.562454,開始済,045-912-2188,木曜日を除く平日16時から18時、土曜9時から10時,予約制
上林クリニック,都筑区中川1-15-8グランデュール中川2F,横浜市都筑区,139.572006,35.562267,開始済,045-912-0136,火曜、土曜、日曜日を除く16時から18時まで,水曜、木曜、金曜、土曜日;12:30から14:30で接種
なかがわ耳鼻咽喉科,都筑区中川1-19-23,横浜市都筑区,139.570114,35.563465,開始済,https://nakagawajibika.com,ウエブで24時間,接種は月・火・水・金・土の午前中、予約が必要です
横浜つづきクリニック,都筑区中川1-20-18,横浜市都筑区,139.570404,35.563766,開始済,045-913-5062,９時から18時まで（日曜・祝日を除く）,接種は水・木以外で実施し、1・2回目セットで予約受け付け中
みたに内科クリニック,都筑区中川1丁目14番10,横浜市都筑区,139.572525,35.562172,開始済,https://www.mitaninaika.com,終日、メール形式,詳細はホームページをご確認ください。
センター北クリニック,都筑区中川中央１－１－５　ヨツバコ５A,横浜市都筑区,139.578354,35.553467,開始済,045ｰ910ｰ5377,月、火曜日の１１：００~１２：００,接種日時は、月・火・金・日の１２：００と１２：１５です。
センター北ユアクリニック,都筑区中川中央1-29-24,横浜市都筑区,139.579834,35.55431,開始済,045-910-1313,木曜日を除く平日１０時から１８時まで,
つづきレディスクリニック,都筑区中川中央１－２－１　ヴァンクールセンター北４階,横浜市都筑区,139.577072,35.553314,開始済,https://ssl.fdoc.jp/reserve/subjectlist/index/cid/s3532948?SITE_CODE=hp,月・土・日曜日は午前のみ　火・水・木・金曜日は午前午後接種可,午前は９：３０～１２：００　午後は１５：００～１８：３０　
センター北　ねがみクリニック,都筑区中川中央１－３３－１９,横浜市都筑区,139.5784,35.555939,開始済,045-911-7111,平日９時から１９時　土曜日９時から１２時,
レディスクリニック　フォレスタヴェルデ,都筑区中川中央2-5-11,横浜市都筑区,139.575165,35.549057,開始済,080-3528-5103,火、木曜日の14時から16時まで。予約専用電話での対応のみ。,当院受診歴のある方及びその家族優先。既定数に達し次第受付締切。
医療法人センター北伊藤内科,都筑区中川中央1-39-29-207,横浜市都筑区,139.581314,35.555264,開始済,045-910-1108,月曜日/火曜日/水曜日の15時～１８時,接種は土曜日14：30～17：30を予定しております
横浜北クリニック,都筑区中川中央1-39-44-201,横浜市都筑区,139.581314,35.555264,開始済,045-482-7630,火曜日の10時から11時まで,接種は木曜日16時から16時半で実施(時間厳守)
深澤りつクリニック,都筑区中川中央1-28-20 CKビル3F,横浜市都筑区,139.580338,35.554634,開始済,https://forms.gle/zcK7uQxw31aXHMzG8,24時間可,当院未受診の方は、窓口での事前の手続きをお願いしています。
和久井ペインクリニック,都筑区中川中央1-34-2　S＆Eわくいビル　2F,横浜市都筑区,139.578995,35.555744,開始済,http://www7a.biglobe.ne.jp/~wakuipainclinic/,ウェブページから24時間,電話、来院での予約は受け付けておりません。
グッドライフクリニック,都筑区中川中央1-39-42,横浜市都筑区,139.581314,35.555264,開始済,045-913-1333,平日9時から13時、15時から17時,
おひさまクリニックセンター北,都筑区中川中央1-25　ノースポートモール5F,横浜市都筑区,139.579407,35.552097,開始済,045-509-1595,月曜日・木曜日の祭日を除く16時30分～17時30分まで,月・木の16：30～17：30で実施しています。
坊クリニック,都筑区中川中央1-31-1モザイクモール港北5階,横浜市都筑区,139.577957,35.555016,開始済,https://ssl.fdoc.jp/reserve/subjectlist/index/cid/s5690471?SITE_CODE=hp,24時間（毎週火曜10時に新規枠OPEN）,Web予約のみです。接種は月・水・金・土で実施しています。
仲町台駅前まつのぶクリニック,都筑区仲町台1-2-20フロンティアビル２０２,横浜市都筑区,139.589798,35.534927,開始済,http://www.matsunobu-cl.com,ネット予約もしくは来院のみ,電話でのお問い合わせはご遠慮ください。
醫療法人　常盤会　森田クリニック,都筑区仲町台5－7－7ー２F,横浜市都筑区,139.585022,35.536861,開始済,診察に入って頂き予約をお取ります。,診察時間に準ずる。,電話での予約は受け付けておりません。受診時にご相談下さい。
なかまちだいおたべ小児科クリニック,都筑区仲町台1-9-8,横浜市都筑区,139.590851,35.534775,開始済,otabe-cl.com,受付はWebのみで24時間,受付はWebのみです。電話では受付できません。
都筑あずま内科リウマチ科,都筑区仲町台2-9-12,横浜市都筑区,139.591431,35.535641,開始済,045-943-0088,平日の９時から12時まで,
ウェルケアはら脳神経内科,都筑区仲町台5丁目１番地９,横浜市都筑区,139.586884,35.534706,開始済,予約は来院受付のみ（問い合わせ専用ダイヤル：080-3271‐7702）,毎週火曜　14時から17時　,予約・接種は火曜日の午後実施です（詳細はHP・当ビルへ掲載）
仲町台さいとう整形外科,都筑区仲町台1-34-3,横浜市都筑区,139.589951,35.536667,開始済,045-942-8206,平日15：30～18：00,接種は月～金12：00～13：00で実施しています
おおくぼ小児科,都筑区仲町台５丁目2番１１号,横浜市都筑区,139.584641,35.535416,開始済,045-941-2276,診療時間内予約受け付けています。,ウェブ予約できます。当院ホームページ参照。
東山田ヒルズクリニック,都筑区東山田町1357,横浜市都筑区,139.604599,35.558666,開始済,045-595-0030,土日　祝日を除く　9時～17時,接種はクリニック営業日の10時～12時
南山田クリニック,都筑区南山田2-18-2－１階,横浜市都筑区,139.58963,35.554951,開始済,045-590-5766,木曜日を除く平日14時から16時,
岸胃腸科外科,都筑区南山田町4614,横浜市都筑区,139.596588,35.552364,開始済,045-592-6246,木曜日を除く平日14時から17時,接種は火曜、水曜、金曜、土曜の14時から16時
水野クリニック,都筑区南山田町4258,横浜市都筑区,139.598053,35.549984,開始済,045-593-4040(但し7月2日より070-1298-0592の番号からのみ受付),木曜日を除く平日9時から12時、及び土曜日の16時半～18時,
とのうちファミリークリニック,都筑区見花山14-5　富士見が丘ビル2F,横浜市都筑区,139.55658,35.537247,開始済,045-509-1512,平日のみ　9時から12時　および　14時から17時,
ふれあいの丘クリニック,都筑区見花山14-7-105,横浜市都筑区,139.55658,35.537247,開始済,045-943-5631,水曜日を除く平日13時～15時まで,
戸塚いとう内科クリニック,戸塚区吉田町930-1,横浜市戸塚区,139.539688,35.409088,開始済,045-869-3123,平日、診察時間内。,完全予約制。接種日、火曜・水曜。かかりつけの方優先。
和田医院,戸塚区秋葉町131-3,横浜市戸塚区,139.546967,35.422096,開始済,https://wadaiin.atat.jp/i/f.php?sp_sn=sp000003&dum=9999999999,ウェブページから24時間,電話での予約は受け付けておりません。
浜之上耳鼻咽喉科,戸塚区上倉田町884-6,横浜市戸塚区,139.537781,35.398064,開始済,045-871-4653,毎週水曜日の午前8時45から9時45分の間限定,接種は水・土の16時から実施します。予約は電話のみです。
医療法人紺医会紺野整形外科,戸塚区上倉田町884-１,横浜市戸塚区,139.537781,35.398064,開始済,https://konno.yokohama/,電話予約は水曜日を除く平日13時から14時。ウエブページも可,ウエブページから24時間
堀口クリニック,戸塚区上倉田町498-11　第5吉本ビル1階,横浜市戸塚区,139.536148,35.400375,開始済,https://horiguchi-cl.com,クリニックホームページにあるWEB予約システムからの予約,クリニックホームページにあるWEB予約システムからの予約
平野内科クリニック,戸塚区上倉田町447-1,横浜市戸塚区,139.535583,35.397713,開始済,045-865-1115,木曜日を除く平日16時から18時まで,
藤島内科,戸塚区上倉田町８８４-1,横浜市戸塚区,139.537781,35.398064,開始済,045-862-2555,木曜日14時から16時まで,接種は月・火・木・金　14：00～1５：00で実施します
ながのクリニック,戸塚区上倉田町481－1八恍ビル1階,横浜市戸塚区,139.535583,35.397713,開始済,045-392-8612,電話予約は木曜日を除く平日14時から15時30分までです,通常診療に支障をきたすので電話予約時間をお守りください
横浜痛みのクリニック,戸塚区上倉田町498-11　第５吉本ビル２階,横浜市戸塚区,139.536148,35.400375,44379,来院のみ,金曜日12：30～13：30まで,かかりつけ患者優先。月火水木12：30～13：00実施します
おおくぼ総合内科クリニック,戸塚区川上町９１－１モレラ東戸塚３Ｆ,横浜市戸塚区,139.555908,35.430546,開始済,https://ohkubo-med.jp/,"9:00-12:30,15:00-19:00 除日PM木祝","10:30-11:00,17:00-17:30 除日PM木祝"
木原歯科・内科医院,戸塚区川上町87-1ウェルストン1,横浜市戸塚区,139.554398,35.431236,開始済,https://www.kiharakai-clinic.com/,ウェブページから24時間,電話での予約は受け付けておりません。
東戸塚クリニック,戸塚区川上町４１２－１,横浜市戸塚区,139.549377,35.427898,開始済,045-822-1112,月・火・金　１０：３０～１２：３０,接種は月・火14：00～16：00で実施しています
海のこどもクリニック,戸塚区川上町91-1-3階,横浜市戸塚区,139.555908,35.430546,開始済,https://junban.com/dr-umi/,平日9時半から11時または１５時から16時半（木曜は午前）,1回目の接種のみ予約ください。2回目は当院で自動予約します。
医療法人　川上診療所,戸塚区川上町359,横浜市戸塚区,139.54924,35.431652,開始済,090-4360-5469,水曜および休診日を除く平日10時から11時まで,接種は金・土13時30分より、予約票を取りに来ていただきます
汲沢中央診療所,戸塚区汲沢8-29-16,横浜市戸塚区,139.516159,35.401386,開始済,045-881-5572,木、土を除く午後三時から五時半まで,時間予約制で実施しております
医療法人　三宅医院,戸塚区汲沢１-１-１８,横浜市戸塚区,139.521744,35.402905,開始済,045-861-2561,木曜日を除く平日15時から16時まで,接種は月・火・水10：00～11：00で実施しています
むかひら医院,戸塚区汲沢1-39-24,横浜市戸塚区,139.51915,35.39801,開始済,045-861-4160,水(15時～16時）土（10時～12時）（祝日除く）,年齢毎に予約枠が異なるためキャンセル待ちになる場合があります
小泉小児クリニック,戸塚区汲沢８－５－５,横浜市戸塚区,139.5177,35.403645,開始済,http://www.kkc4u.com/category01/index03.html,ウェブから随時受付いたします。ご確認ください。,予定はウエブ「クリニックからのお知らせ」をご覧ください。
すずき内科・胃腸内科クリニック,戸塚区汲沢8-11-27,横浜市戸塚区,139.517258,35.402824,開始済,https://suzuki-ichounaika.com/,月・木・金　11時30分～12時30分・14時～15時,最新の情報はホームページをご覧ください
介護老人保健施設　ハートケア横浜小雀,戸塚区小雀町2248番地1,横浜市戸塚区,139.50563,35.371849,開始済,045-852-8611,月曜から金曜日（平日）14時～15時,接種は水・土曜日9：00～11：00に実施します。
藤野クリニック,戸塚区品濃町543-5,横浜市戸塚区,139.557648,35.432632,開始済,045-821-1120,午前9時から12時30分、午後3時から5時（水曜日を除く）,予約は電話のみです。
東戸塚はまゆめ内科,戸塚区品濃町548-2　東戸塚NSビル2階,横浜市戸塚区,139.558746,35.431778,開始済,045-823-5515,午前・午後の診療時間（9時～13時、15時～19時）内で受付,ワクチン接種は曜日により時間枠を決めて実施しております。
鈴木耳鼻咽喉科医院,戸塚区品濃町535－２中央街区D棟304,横浜市戸塚区,139.561493,35.430309,開始済,045-823-4187,月～水、金、午前9時～12時、14時～18時、木、土午前,
ゆかチルドレンズクリニック,戸塚区品濃町535-2 TOWERS CITY 1st 302,横浜市戸塚区,139.561493,35.430309,開始済,http://childrens-clinic.jp,ウエブページから24時間,問い合わせの電話は平日12:00~13:30
スマイルこどもクリニック東戸塚院,戸塚区品濃町556-8,横浜市戸塚区,139.564087,35.43354,開始済,045-826-1555,月曜から金曜の9時から13時まで,接種は月から金の13時半-14時半と、火水金の10時-12時
東戸塚メディカルクリニック,戸塚区品濃町５３９－1-6階,横浜市戸塚区,139.556946,35.431007,開始済,https://medicli.com/,WEBのみ,６月予約満員の為、キャンセル待ちの予約受付になります
東とつか整形外科クリニック,戸塚区品濃町549-6,横浜市戸塚区,139.558701,35.431164,開始済,http://higashitotsukaseikei.com/index.html,ワクチン希望票を院内のポストに投函し、後日当院より連絡します,電話での問い合わせはお控えください。
東戸塚にしかわクリニック,戸塚区品濃町549-6,横浜市戸塚区,139.558701,35.431164,開始済,045-820-5010,火曜日と金曜日の15時から17時まで、電話で受け付けます。,予約の詳細は当院ホームページで御確認下さい。
高橋整形外科クリニック,戸塚区品濃町535-2タワーズシテイ1st 204,横浜市戸塚区,139.561493,35.430309,開始済,045-828-0255,水曜日、土曜日を除く平日13時から14時,
山手クリニック,戸塚区品濃町515-1南の街４号館105,横浜市戸塚区,139.557312,35.42786,44382,045-823-8105,木曜日、日曜日を除く8：45～9：30　12：00～14：00,接種は9：00～9：30　12：00～13：00
いけだ皮膚科クリニック,戸塚区品濃町549-6,横浜市戸塚区,139.558701,35.431164,開始済,045-824-1112,水曜日を除く平日9:30～12:30/14:30～17:30,接種は平日11:30/15:00　但し日時の指定はできません
マサカ内科小児科,戸塚区品濃町523-3　１F,横浜市戸塚区,139.560043,35.428375,開始済,045-823-7866,木曜日を除く平日15時から16時までの間,普段通院されている方が優先になります
医療法人社団　くれ医院,戸塚区品濃町513-7清光ビル2階,横浜市戸塚区,139.558517,35.427212,44396,045-826-0020,木曜日を除く16時から17時まで　土曜日は11時から12時,1日6人まで、かかりつけは別途予約
横浜南まほろば診療所,戸塚区下倉田町1883サミット戸塚下倉田店２階,横浜市戸塚区,139.544754,35.378853,開始済,https://mahoroba-clinic.jp/,毎週水曜、木曜の15:00～15:30,ワクチンキャンセル待ちをご希望の方は受付でお申し出ください。
下倉田ハートクリニック,戸塚区下倉田町945-1,横浜市戸塚区,139.54187,35.383469,開始済,045-869-0381,月、火、水、金の13時15分～13時45分,
山川医院,戸塚区下倉田町７３,横浜市戸塚区,139.534317,35.384735,開始済,045-881-2409,木曜日を除く平日15時半から17時半,接種券を持参していただき、受付にて予約を確定します。
とつか西口クリニック,戸塚区戸塚町4119,横浜市戸塚区,139.530197,35.398968,開始済,045-865-6120,6月1，2日　午後15時30分から16時,予約はほぼ終了しています
戸塚こどもクリニック,戸塚区戸塚町183-23　183ビル1F,横浜市戸塚区,139.531754,35.395527,開始済,http://t-kids.atat.jp,webページから24時間,接種は月14時～15時。電話での予約は受付しておりません。
久保外科医院,戸塚区戸塚町2833-58,横浜市戸塚区,139.525635,35.389755,開始済,070-4793-6587,火曜土曜午後、木曜日曜日祝祭日を除く 診療時間内に,1回目接種は月・水・金９：00～11：00で実施しています
ひかり在宅クリニック,戸塚区戸塚町4111　吉原ビル１F,横浜市戸塚区,139.530197,35.398968,開始済,045-435-5239,月曜～金曜　10時～17時,接種は月曜・火曜の16:30～17:00の間で実施します。
医療法人社団司命堂会司命堂医院,戸塚区戸塚町4090,横浜市戸塚区,139.531067,35.401123,開始済,045-881-0114,平日14時から16時まで,月から金は15時から16時で実施予定で土曜は検討中です。
医療法人社団鳳凰会いえまさ脳神経外科クリニック,戸塚区戸塚町6005-3アスクレピオス戸塚2F,横浜市戸塚区,139.527344,35.391075,開始済,045-869-0881,木曜日を除く平日12時から13時まで,かかりつけの方を優先しており、接種可能人数が限られています。
戸塚西口さとう内科,戸塚区戸塚町6005-3アスクレピオス戸塚3階,横浜市戸塚区,139.527344,35.391075,7月上旬,https://www.satounaika.com/,通常診療時間内で接種致します（人数制限あり）,通常診療に支障をきたす可能性があるので予約時間をお守り下さい
戸塚共立メディカルサテライトクリニック,戸塚区戸塚町3970-5,横浜市戸塚区,139.530991,35.397507,44389,https://medical-satellite.com/,インターネット予約のみ随時,予約はインターネットのみで行っております
山路整形外科,戸塚区戸塚町4253-1　サクラス戸塚　401,横浜市戸塚区,139.531067,35.401123,開始済,http://yamaji-op.jp/　　HPで受付の方法説明をします。,ホームページや院内の掲示にてご案内します。,電話では予約は受付ておりません。来院して予約して下さい。
戸塚共立あさひクリニック,戸塚区戸塚町116-15C.I.スクエア2階,横浜市戸塚区,139.53183,35.398556,開始済,070-5011-0749,月～土9時30～11時　月～木14時～16時,金14時～16時30分　土14時～16時30分
内田医院Yこどもクリニック,戸塚区戸塚町8　ラピス2ビル1階,横浜市戸塚区,139.53537,35.401157,開始済,045-520-8716,https://www.y-kodomo.com/,接種は月　水　金　11：00　15：00で実施します。
鳥が丘クリニック,戸塚区鳥が丘３８－１８,横浜市戸塚区,139.525192,35.413338,開始済,045-869-6640,木曜日を除く平日午前１１時から１２時、午後５時から６時、土曜,予約多数のこともあり、接種時期が遅れることもあります。
坂口耳鼻咽喉科気管食道科クリニック,戸塚区名瀬町３６－４KMプラザ２F,横浜市戸塚区,139.539093,35.416561,開始済,045‐814‐8733,木曜・土曜午後・日曜祭日を除く診療時間内,ご予約はお電話にてお願いします
井上内科,戸塚区名瀬町765-29,横浜市戸塚区,139.54155,35.427731,開始済,045-813-7195,月曜日、金曜日の12時30分から14時30分まで　　,接種は月・水・金曜の12時～、月・火・木・金曜15時～
さとう内科クリニック,戸塚区原宿４－１８－７,横浜市戸塚区,139.503128,35.378716,開始済,045-853-1661,月~土　９：００~１２：００月火木金　１５：００~１８：００,電話で予約を受付けしていません。来院してご相談してください。
なかつじ医院,戸塚区原宿5-33-6ドエル原宿2 1F,横浜市戸塚区,139.503235,35.370831,開始済,045-392-6768,木曜日と土曜日を除く平日10時から12時まで,接種は火・水・木・金9:00～11:00診療内で実施します
岩出循環器内科クリニック,戸塚区原宿4丁目14-15　1F,横浜市戸塚区,139.504684,35.378078,開始済,045-443-8818,診療時間内,接種は11：30から12：30で実施しています
ソフィア横浜クリニック,戸塚区東俣野町９１１,横浜市戸塚区,139.492889,35.364292,44398,045-854-2234,土日を除く平日９時から１６時,接種は平日の水・木の１４：００～１６：００
半田医院,戸塚区平戸2-30-8-1F,横浜市戸塚区,139.571732,35.431114,開始済,045-821-1235,月・火・水・金曜日10-12時、15-17時,接種は7月26日以降となります。直接来院し予約してください。
医療法人社団　戸塚第一医院,戸塚区平戸２－７－２５,横浜市戸塚区,139.572128,35.428623,開始済,045-822-1231,診療時間内随時,接種は　月、水、金　14：00～16：00で実施します。
渡辺クリニック,戸塚区深谷町２１０,横浜市戸塚区,139.502304,35.386414,開始済,045-851-3600,木曜日を除く9時から18時30分まで,接種は平日の午後
医療法人社団りんご会わかば医院,戸塚区深谷町５５－７１,横浜市戸塚区,139.498917,35.378883,開始済,045-851-3232,土曜・日曜を除く午前９時から午後６時,
（医）森クリニック,戸塚区深谷町219-1,横浜市戸塚区,139.502304,35.386414,開始済,070-5467-9479,平日14：00～15：00,
小林医院,戸塚区舞岡町809,横浜市戸塚区,139.549835,35.398121,開始済,045-821-3551,火曜日　13時から14時まで,接種は月・火・水・金・土　15：00～17：30で実施
岡部内科医院,戸塚区舞岡町33,横浜市戸塚区,139.542435,35.411671,開始済,045-824-0358,診察時間以内（木曜日・日祝日・土曜日午後を除く）,ご予約は、電話か直接クリニックでお願い致します。
